"","name","date","comment","score"
"2186","±è¼±ÅÂ","2020³â 5¿ù 12ÀÏ"," À¸¤Ñ¤Ñ¤Ñ¤º",2
"2187","Àü¹Î°ï","2020³â 5¿ù 12ÀÏ"," °í°´¼¾ÅÍ´Â ÀÏÀ» ¾ÈÇÏ³ª¿ä? ÀüÈ­¸¦ ÇØµµ Àý´ë ¾È¹Þ³×¿ä",1
"2188","À¯Ã¢È£","2020³â 5¿ù 12ÀÏ"," ÆíÇÏ°íÁÁ³×¿ä",5
"2189","Á¶¼Ò¿µ","2020³â 5¿ù 12ÀÏ"," °èÁÂ¹øÈ£°¡ »ç¶óÁ³¾î¿ä",1
"2190","j so","2020³â 5¿ù 12ÀÏ"," ÈÞ´ëÆùº¯°æÈÄ ¹¹ ¾µ¹æ¹ýÀÌ¾ø³×¿ä ¿À·ùÅõ¼ºÀÌ...",1
"2191","±èÇüµµ","2020³â 5¿ù 12ÀÏ"," »ç¿ë°£Æí ÁÁ¾Æ¿ä",5
"2192","GyuJung SIm","2020³â 5¿ù 11ÀÏ"," Å·¿ÕÂ¯",5
"2193","±èÀçÀÏ","2020³â 5¿ù 11ÀÏ"," ÁÁ¾Æ¿ä",5
"2194","±èÁÖÇü","2020³â 5¿ù 11ÀÏ"," ÀÔ±Ý¹× Ãâ±Ý¾Ë¸²½Ã ÀÜ¾×µµ °°ÀÌ ¾Ë·Á ÁÖ¾úÀ¸¸é ÇØ¿ä",5
"2195","±èÁ¤±æ","2020³â 5¿ù 11ÀÏ"," ±Â",5
"2196","³²¼º¹ÚÁø¼ö","2020³â 5¿ù 11ÀÏ"," ¼ö¼ö·á °ÆÁ¤¾ø´Â°Í¸¸µµ ³Ñ ÁÁÁÒ",5
"2197","ÀÓ¿µÇö","2020³â 5¿ù 11ÀÏ"," ¿ÏÀüÆíÇØ¿ä",5
"2198","Á¤¸»¼ú","2020³â 5¿ù 11ÀÏ"," ¾ðÁ¦ ¾îµð¼­³ª °£ÆíÇÏ°Ô »ç¿ëÇÒ¼ö ÀÖ°í Æí¸® ÇÕ´Ï´Ù",4
"2199","±èÁø¼ö","2020³â 5¿ù 11ÀÏ"," ¾ÆÁÖ À¯¿ëÇÏ°í Æí¸®»õ¼­ ÁÁ¾Æ¿ä",5
"2200","±èÁ¤³²","2020³â 5¿ù 11ÀÏ"," °£ÆíÇÕ´Ï´Ù.~~~ ÃÖ°í¿¡¿ä.",5
"2201","Un-taek Lee","2020³â 5¿ù 11ÀÏ"," »ç¿ëÇÏ±âÆí¸®ÇÔ",5
"2202","ÀÌÇü¹Î","2020³â 5¿ù 11ÀÏ"," ±Â",5
"2203","±èÀ¯ºó","2020³â 5¿ù 11ÀÏ"," °Å·¡°¡ ÆíÇØ¿ä",5
"2204","fansu kim","2020³â 5¿ù 11ÀÏ"," ¾ÆÁÖ ÁÁ¾Æ¿ä ±Â",5
"2205","ÇÔµ¿ÀÏ","2020³â 5¿ù 11ÀÏ"," Æí¸®ÇÔ.",1
"2206","ÀÓÀçÃ¶","2020³â 5¿ù 11ÀÏ"," ³Ê¹« ÆíÇÏ°íÁÁ¾Æ¿ä~ ½ÃÁßÀºÇàÁß¿¡ ÃÖ°í¿¹¿ä~¢½",5
"2207","±è¿¬Áø","2020³â 5¿ù 11ÀÏ"," °£ÆíÇÏ°Ô ÀÌÃ¼ÇÒ¼ö ÀÖ¾î¼­ ÁÁ¾Æ¿ä",5
"2208","³²ºÎ»ê","2020³â 5¿ù 11ÀÏ"," ÃÖ°íÀÇ Ä«Ä«¿À ¹ðÅ©ÀÔ´Ï´Ù~~",5
"2209","ÃÖÀÎÈ£","2020³â 5¿ù 11ÀÏ"," ¸Å¿ìÆí¸®",5
"2210","°­¿µ¼÷","2020³â 5¿ù 11ÀÏ"," Á¤¸» Àû±ØÃßÃµÇÕ´Ï´Ù",5
"2211","young k","2020³â 5¿ù 11ÀÏ"," ¾²±âÆíÇØ¿ä",5
"2212","±èº´¿µ","2020³â 5¿ù 11ÀÏ"," ÁÁ¾Æ¿ä",5
"2213","ÇãÇã¼¼Çö","2020³â 5¿ù 11ÀÏ"," °³ÁÁÀ½",5
"2214","ÀÌ°æ¸²","2020³â 5¿ù 11ÀÏ"," °¨»çÇØ¿ä^^",5
"2215","yu shin Gang","2020³â 5¿ù 11ÀÏ"," ÁÁ¾Æ¿ä ±º",4
"2216","¼ø±³ÀÚ","2020³â 5¿ù 11ÀÏ"," ¾Æ´Ï Æò¼Ò¿¡ ÀÔ±Ý ÀßµÆ´Ù°¡ ÀÌ¹ø¿¡ ¾÷µ«ÈÄ Ã³À½À¸·Î ³³ºÎÇÏ·Á´Ï±ñ ¹º ±Ý¾×ÀÌ ÀÌ»óÇÏ´Ù°í ÀÔ±ÝÀÌ ¾ÈµÇ´Â°Ì´Ï±î ÀÌ°Å ¾Û °³¹ßÀÚ Àå³­ÇÏ³ª ¿Ö ´Ù¿î±×·¹ÀÌ¸¦ ½ÃÄÑ³õÀº°ÅÀÓ? °Á µû¸¥ÀºÇà ¾²°í¸»Áö ºÒÆíÇÏ¸é Ä«¹ðÀ» ¿Ö¾²°Ú³Ä",1
"2217","¹Ú¼ºÈ£","2020³â 5¿ù 11ÀÏ"," Á¤¸» ¾²±â ÆíÇØ¿ä~^^",5
"2218","GY Choi","2020³â 5¿ù 11ÀÏ"," ÃÖ°íÀÇÀºÇà",5
"2219","ÀÌÈ£Áø","2020³â 5¿ù 11ÀÏ"," ÁÁ¾Æ¿ä ¤¾¤¾",5
"2220","Á¶À±Çü","2020³â 5¿ù 11ÀÏ"," Æí¸®ÇÕ´Ï´Ù",5
"2221","daesung sin","2020³â 5¿ù 11ÀÏ"," ÃÖ°íÀÇ ¾Û",5
"2222","¼Õ±âÇü","2020³â 5¿ù 11ÀÏ"," »ç¿ëÇÏ±â Æí¸®ÇØ¼­ ÁÁ¾Æ¿ä.",5
"2223","ÀÛÀº¼Õ°¡¶ô","2020³â 5¿ù 11ÀÏ"," ÀÌÃ¼ÇÏ±â ÆíÇÏ°í ÅëÀå ÀÜ¾×È®ÀÎ°ú Àû±Ýµé±âµµ ÆíÇÏ´Ù",5
"2224","¼­¿µ¹®","2020³â 5¿ù 11ÀÏ"," ºü¸£°í °£ÃÅÇØ¼­ Á¤¸» ÁÁ³×¿ä~",5
"2225","ÀÌ¼ö°æ","2020³â 5¿ù 11ÀÏ"," ÁÁ¾Æ¿ä",5
"2226","ÆÄÀÌÅ©","2020³â 5¿ù 11ÀÏ"," Ä«Ä«¿À¹ðÅ©¾öÃ»ÁÁ½À´Ï´Ù ¼ö¼ö·áµµ¹«·á°í ÁÁ½À´Ï´Ù ¿î¿µÀÚ´Ô ±Ùµ¥ ±Ã±ÝÇÑ°ÔÀÖ´Âµ¥ ´ñ±Û´Þ¾ÆÁÖ¼¼¿ä¤Ð¤Ð Àú°¡ µ·ÀÌÀÌ»óÇÑµ¥¿¡ ºüÁ®³ª°¡¼­ 4¿ù13ÀÏ¿¡ Ä«µåÀ»ÇØÁöÇß½À´Ï´Ù. ±×¸®°í ¿µ¾÷ÀÏ20ÀÏ±â´Þ¸®¶ó°íÇØ¼­ ±â´Þ·È´Âµ¥ ÀÚ²Ù±â´Þ·Á¾ßµÈ´Ù°í¶ß³×¿© ¾ðÁ¦´Ù½Ã¸¸µé¼öÀÖ³ª¿ä??±×¸®°í ¼ö¼ö·á¸éÁ¦ Âß°¡±æ¹Ù·¡¿ë",5
"2227","½É°ß¿ì","2020³â 5¿ù 10ÀÏ"," ³Ê¹«³Ê¹«ÆíÇØ¿ä!!",5
"2228","Hyunjoon Chang","2020³â 5¿ù 10ÀÏ"," ÀÌÃ¼ÇÑµµ°¡ ³Ê¹« Àû¾î¿ä ¤Ð¤Ð",1
"2229","rhd gus","2020³â 5¿ù 10ÀÏ"," ÁÁ½À´Ï´Ù",4
"2230","Q Mong","2020³â 5¿ù 10ÀÏ"," ÃÖ°í",5
"2231","ÀÌº´Ã¶","2020³â 5¿ù 10ÀÏ"," ÁÁ¾Æ¿ä.ÃßÃµÇÕ´Ï´Ù",5
"2232","yoho","2020³â 5¿ù 10ÀÏ"," º»ÀÎÅÂºí¸´¿¡ À¯½ÉÀÌ ²ÉÇôÀÖ´Âµ¥ ÀüÈ­¹øÈ£µµ ÀÖÀ½¿¡µµ ÅÂºí¸´ÀÌ¾î¼­ °èÁÂ°³¼³ÀÌ ¾ÈµË´Ï´Ù ¾ÆÀÌÆÐµåµç °¶ÅÇÀÌµç À¯½ÉµÇ´Â ÅÂºí¸´Àº µÉ ¼ö ÀÖÀ½ ÁÁ°Ú³×¿ä",3
"2233","Â÷ÁÖ¿ë","2020³â 5¿ù 10ÀÏ"," ÁÁ¾Æ¿ä",5
"2234","ÀÌÁ¤¼·","2020³â 5¿ù 10ÀÏ"," Á¤¸»°£ÆíÇÏ°Ô¾µ¼öÀÖ¾î¼­ ÁÁ¾Æ¿ä",5
"2235","ÀÌ¼ºÈñ","2020³â 5¿ù 10ÀÏ"," ¾÷µ¥ÀÌÆ®°¡¾ÈµË´Ï´Ù °è¼Ó´Ù¿î·Îµå´ë±âÁßÀÌ¿¡¿ä ¸îÀÏµ¿¾È¿ä ¸®ºÎÆÃµµÇß´Âµ¥¿ä",1
"2236","Kangjoo Hwang","2020³â 5¿ù 10ÀÏ"," ÆíÇØ¿ä",5
"2237","Jeseon Yeon","2020³â 5¿ù 10ÀÏ"," ´Ù¿î·Îµå°¡ ¾ÈµÅ¿ä",1
"2238","¼ºÈ­Á¤","2020³â 5¿ù 10ÀÏ"," ³Ê¹« Æí¸®ÇÏ°í ÁÁ¾Æ¿ä",5
"2239","±èÅÂ","2020³â 5¿ù 10ÀÏ"," ¸Å¿ì ¸Å¿ì Æí¸®ÇØ¿ä~^^",5
"2240","ÀÌµ¿È£","2020³â 5¿ù 10ÀÏ"," ³Ê¹« ¤©8¤µ888¤¤",3
"2241","±è¼®±æ","2020³â 5¿ù 9ÀÏ"," very good ..!!",5
"2242","À¯µ¿±â","2020³â 5¿ù 9ÀÏ"," ³Ê¹«ÁÁ¿Í¿ä",4
"2243","È¥ÀÚµµ´ÂÇ³Â÷","2020³â 5¿ù 9ÀÏ"," ÄÉÀÌ ¹ðÅ©°¡ ´õ ÁÁ´Ù",1
"2244","±èÀå¼ö","2020³â 5¿ù 9ÀÏ"," ÁÁ¾Æ¿ä ¾ÆÁÖ",5
"2245","ÀÌ¿µÀÎ","2020³â 5¿ù 9ÀÏ"," ±»",5
"2246","±èÁ¤·Ê","2020³â 5¿ù 9ÀÏ"," Ã¹È­¸é¿¡ ÀÔÃâ±ÝÅëÀå °èÁÂ¹øÈ£ Å©°Ô ÇØµÎ¼¼¿ä. ³ªÀÌµç »ç¶÷Àº °èÁÂ¹øÈ£°¡ ÀÛ¾Æ¼­ º¸±â Èûµì´Ï´Ù. ¾Æ´Ï¸é ±ÛÀÚ Å©±â¸¦ Á¶ÀýÇÒ¼ö ÀÖ´Â ¼±ÅÃ»çÇ×À» ¸¸µé¾î ÁÖ¼¼¿ä.",5
"2247","ÁÖÀç¹ü","2020³â 5¿ù 9ÀÏ"," Á¤È®ÇØ¼­",5
"2248","ÃËÀÇÇÑ¼ö","2020³â 5¿ù 9ÀÏ"," ³ÑÁÁ¿Í¿ä. ³Ñ¹ö¿ø",5
"2249","Àå¹ÎÇõ","2020³â 5¿ù 9ÀÏ"," °³Á¶±×Æ° ¢O¶óÆíÇÏ°í ÁÁ³×",5
"2250","Eunsoo Kim","2020³â 5¿ù 9ÀÏ"," Àþ³×¿ä.",5
"2251","°ø·æ","2020³â 5¿ù 9ÀÏ"," ¾Æ´Ï ¿Ö 18ÀÌÇÏ´Â ¸ø¾²´Â °ÅÀÓ? ¾îÀÌ¾ø³× Àú´Â °³ÀÎÀû À¸·Î Â÷º°ÀÌ¶ó°í »ý°¢ÇÏ³×¿ä ¹¹ 18°¡ ¾ÈµÇ¸é ÀÌ ¾Û¿¡¼­ ¸ø¾²´Â°Ô ¹¹¶ó°í",1
"2252","ÃÖÁ¾Çõ","2020³â 5¿ù 8ÀÏ"," °£°á ½Å¼Ó º¸¾È ÃÖ°íÀÇ ÀºÇà",5
"2253","°ûÇØ°æ","2020³â 5¿ù 8ÀÏ"," ÁÁ¾Æ¿ä",5
"2254","¼ÕÈ£´ö","2020³â 5¿ù 8ÀÏ"," ÀÔÃâ±Ý °ü¸® °£´ÜÇÑ ÀÎÁõÀ¸·Î »ç¿ëÆí¸®",5
"2255","º¹ÆÈÀÌ","2020³â 5¿ù 8ÀÏ"," ¿Ö Ä«Ä«¿À °èÁ¤ÀÌ¶û ¿¬°áÀÌ ¾È µÇ³ª¿ä",3
"2256","kds2arh Kang","2020³â 5¿ù 8ÀÏ"," ³ª´Â ÁÁ¾Æ¿ä",4
"2257","·¹¿ì½º","2020³â 5¿ù 8ÀÏ"," ¿ª½Ã ¿ì¸® Ä«Ä«¿À ´Ù ÀßÇÔ~^^¢½¢½¢½",5
"2258","±èÁ¤¼·","2020³â 5¿ù 8ÀÏ"," ºÒÆíÇØ¼­ Àß ¾È¾²°ÔµÇ³×¿ä",1
"2259","¼Ò¿ÁÇü","2020³â 5¿ù 8ÀÏ"," ³Ê¹«Æí¸®ÇÏ°í ÁÁ¾Æ¿ä",5
"2260","¹ÚÇýºó","2020³â 5¿ù 8ÀÏ"," È¸»ç¸íÀÌ³ª ÁÖ¼ÒÀÔ·ÂÇÏ´Âµ¥ Æ¯¼ö¹®ÀÚ¶§¹®¿¡ ¸·È÷°í ±âÁ¸¿¡ °èÁÂ °è¼³À» ÇßÀ½¿¡µµ ºÒ±¸ÇÏ°í »õ·Î °èÁÂ°è¼³ ÇÒ¶§ Æ¯¼ö¹®ÀÚ ¿À·ù¶ä ¹®ÀÇÇØµµ Àç¼³Ä¡ ÇÏ¶ó°í¸¸ ÇÔ ¤Ñ¤Ñ",1
"2261","µà½º¸Å´Ï¾Æ.","2020³â 5¿ù 8ÀÏ"," ÁÁ¾Æ¿ä",5
"2262","ÃÖÁ¤¼ö","2020³â 5¿ù 8ÀÏ"," ³Ñ ÆíÇÏ°í..°£´ÜÇØ¼­ ÁÁ³×¿ë",5
"2263","ÀÓ³­±Ô","2020³â 5¿ù 8ÀÏ"," ³Ê¹«ÁÁ¾Æ¿ä",5
"2264","¿Õ´ë¼®","2020³â 5¿ù 8ÀÏ"," Æí¸®ÇÔ",5
"2265","1004¸¶Æ®·Î½ÃÄ«","2020³â 5¿ù 8ÀÏ"," ÆíÇØ¿ä ¼ö¼ö·á¹«·á¶ó ³Ê¹« ÁÁ½À´Ï´Ù",5
"2266","±èÆ÷ÀÌ¿¡¸¶","2020³â 5¿ù 8ÀÏ"," ÁÁ¾Æ¿ä",5
"2267","ÀÚµÎ","2020³â 5¿ù 8ÀÏ"," ÆíÇÔ",5
"2268","ÀüÃáÈ£","2020³â 5¿ù 8ÀÏ"," ÀÌ¿ëÇÏ±â °£ÆíÇÏ°í, ´ëÃâÀÌÀÚ°¡ Àú·ÅÇÏ¿© ÁÁ½À´Ï´Ù.",5
"2269","±è¼º¾È","2020³â 5¿ù 8ÀÏ"," Ä«Ä«¿À´Â Á¤¸» ÆíÇÏ°Ô ÀÌ¿ëÇÒ¼öÀÖ°í ¹«¾ùº¸´Ù ¼ö¼ö·á°¡ ¾ø´Ù´Â°ÍÀÌ »ç¿ëÇÏ´Âµ¥ Á¤¸»ÁÁÀº°Å °°¾Æ¿ä.",5
"2270","a si","2020³â 5¿ù 8ÀÏ"," ±ò²ûÇÔ",5
"2271","PTSD","2020³â 5¿ù 8ÀÏ"," ¾îÇÃ Âü ±ò²ûÇØ¼­ Á¶À½",5
"2272","Á¤¸íÈ£","2020³â 5¿ù 8ÀÏ"," ½ÅÃ» ÇÏ°í½Í¾î¿ä ½Å¿ëÄ«µå",5
"2273","ÀÌÀÌÀÌÁ¦Á¦Á¦","2020³â 5¿ù 8ÀÏ"," ´Ù¿î·Îµå°¡ ¾ÈµÊ",1
"2274","ÀÌ¼Ò¹Î","2020³â 5¿ù 8ÀÏ"," °³¸íÇÑÁö ¿À·¡‰ç°í Ä«Åå°èÁ¤µµ °³¸íÇÑÀÌ¸§À¸·ÎÇß´Âµ¥ °è¼Ó ÀÌ¸§ÀÌ ¾È¸Â´Ù°í ¶ß³×¿ä..ÀüÈ­¹øÈ£ ÀÎÁõÇÏ´Â°Íµµ ½ÅºÐÁõ»çÁø ÀÎÁõÇÏ´Â°Íµµ °è¼Ó ¾ÈµË´Ï´Ù °íÃÄÁÖ¼¼¿ä¤Ð¤Ð",1
"2275","¹ÚÈñÁØ","2020³â 5¿ù 8ÀÏ"," ÆíÇÏ°í ³Ñ ÁÁ¾Æ¿ä ±Â",5
"2276","¾È»ó¹Î","2020³â 5¿ù 8ÀÏ"," ±Â^^",5
"2277","±èÀÏ¿õ","2020³â 5¿ù 8ÀÏ"," ±»",5
"2278","°ËµµÇÏ´ÂÃÖ¼º¼ö","2020³â 5¿ù 7ÀÏ"," ÆíÇÏ°í ÁÁ¾Æ¿ä",5
"2279","±èº¹ÅÂ","2020³â 5¿ù 7ÀÏ"," ±âÅ¸µîµî ±ÝÀ¶±â°üº¸´Ù Æí¸®ÇÕ´Ï´Ù.",5
"2280","Jong Chul choi","2020³â 5¿ù 7ÀÏ"," ÆíÇÑÀºÇà Ä«Ä«¿À¹ðÅ©",5
"2281","Angeline Kuan","2020³â 5¿ù 7ÀÏ"," ¿Ü±¹ÀÎÀÌ °èÁÂ °³¼³ ¸ø ÇÏ³×¿ä ¤Ð¤Ð ¾Æ´Ï ´ëÃ¼ ¿Ö ¿Ü±¹ÀÎµéÀÌ ¸ø ¾²°Ô ÇØ¿ä?? ¿Ü±¹ÀÎµéµµ ´Ù¤¿¤¿¤¿¤¿¤¿¤¿ Ä«Ä«¿À¹ðÅ© °èÁÂ °®°í ½Í´Ü ¸»ÀÌ¿ä!!!!!! ¸®ºä Á» º¸¼¼¿ä Á¦¹ß",1
"2282","°í¿µÁ¶","2020³â 5¿ù 7ÀÏ"," °¨»çÇÕ´Ï´Ù.^^",5
"2283","±èÀÏÁß","2020³â 5¿ù 7ÀÏ"," ³Ê¹« Àß¾²°íÀÖÀ¾´Ï´Ù",5
"2284","ÃÖ°æ·Ï","2020³â 5¿ù 7ÀÏ"," Á¶¾ÆÁ¶¾Æ",5
"2285","¹éÇö¹Î","2020³â 5¿ù 7ÀÏ"," ÁÁ¾Æ¿ä#",5
"2286","ÃÖ±Ô¼º","2020³â 5¿ù 7ÀÏ"," ÁÁ¾Æ¿ä",5
"2287","ºÎ»ê¾Æ½Ã¾Æµå³ªÀÌÆ®Àåµ¿°Ç/OIO-3543-I77O","2020³â 5¿ù 7ÀÏ"," Ä«Ä«¿À µ·Ã£°í ³Ö°í ÇÒ¶§ ¼ö¼ö·áµµ ¾ø°í ÃÖ°í´Ù^^ ºÎ»ê¾Æ½Ã¾Æµå³ªÀÌÆ® Àåµ¿°Ç (O1O-3543-177O)",5
"2288","½ÅÁØÈ£","2020³â 5¿ù 7ÀÏ"," ÁÁ¾Æ¿ä ÁøÂ¥ ³Ê¹«Æí¸®ÇØÁ³³×¿ä",4
"2289","»õº®ºûÈ£¼ö","2020³â 5¿ù 7ÀÏ"," ÆíÇÏ°í ÁÁ³×¿ä",5
"2290","´ÜÇÑ»ç¶÷","2020³â 5¿ù 7ÀÏ"," °£ÆíÇØ¼­ ³Ê¹«Á¶À¸´Ù",5
"2291","ÃÖÀçÈÆ","2020³â 5¿ù 7ÀÏ"," ±Â±Â±Â ±Â±Â±Â",4
"2292","Áö´©¾Æºü","2020³â 5¿ù 7ÀÏ"," ´Ù°Ç ÀÌÃ¼µµ ¿¹¾àÀÌÃ¼ ÇÒ ¼ö ÀÖ°Ô º¯°æ ÇØÁÖ¼¼¿ä ¿¹Àü¿¡´Â ¿©·¯°Ç ÇÑ¹ø¿¡ ÀÔ·ÂÇØµµ °¢°¢ ³¯Â¥º°·Î ¿¹¾à ÀÌÃ¼°¡ °¡´É Çß¾ú´Âµ¥ ÀÌÁ¦ ´Ü°Ç¸¸ ¿¹¾àÀÌÃ¼°¡ µÇ¼­ ³Ê¹« ºÒÆí ÇÕ´Ï´Ù.",4
"2293","ÃµÁöÀº","2020³â 5¿ù 7ÀÏ"," <U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764>",5
"2294","MrÈ¥»ç³²ÅÃ","2020³â 5¿ù 7ÀÏ"," °è¼Ó ÀÌ°Í¸¸ ½á¼­±×·±Áö Á©·ç´Ù°¡ ÆíÇØÀ¯",5
"2295","IRON J No.7","2020³â 5¿ù 7ÀÏ"," ¿ª½Ã Ä«Ä«¿À..±×µéÀº ÇÁ·ÐÆ¼¾î ÀÔ´Ï´Ù.",5
"2296","¼ÛÈñ¼ö","2020³â 5¿ù 7ÀÏ"," ±Â",5
"2297","yoon gyo choi","2020³â 5¿ù 7ÀÏ"," ½±°í °£´ÜÇÏ°Ô »ç¿ëÇÒ¼öÀÖ¾î ¸Å¿ì ÁÁ½À´Ï´Ù.",5
"2298","±èÈñ°æ","2020³â 5¿ù 7ÀÏ"," ¾ÆÁÖ ÁÁ¾Æ¿ä ÃÖ°íÀºÇà",5
"2299","¼®±â¸¸","2020³â 5¿ù 6ÀÏ"," ¼Õ½±°í ºü¸£°Ô ÀÌ¿ë°¡´ÉÇÑ Æí¸®ÇÑ ¿Â¶óÀÎ ±ÝÀ¶ »óÇ°ÀÔ´Ï´Ù.²ÙÁØÇÏ°Ô ÀÌ¿ë...°Å·¡¸¦ ÇÏ°í½Í±º¿ä!",5
"2300","»ï¿ø","2020³â 5¿ù 6ÀÏ"," ÁÁ³×¿ä",5
"2301","Á¶Çö¾Ö","2020³â 5¿ù 6ÀÏ"," Æí¸®ÇÏ°í ÁÁ¾Æ¿ä",4
"2302","¿À´ë¿µ","2020³â 5¿ù 6ÀÏ"," Á¶¾Æ¿ä",5
"2303","±Ö±Ö","2020³â 5¿ù 6ÀÏ"," ¾÷µ¥ÀÌÆ®°¡ ¾ÈµÇÀÚ³ª¤Ñ¤Ñ ´Ù½ÃÇÏ´ÏµÇ³×¿ä",5
"2304","±ò½Óº¸ÀÌÅõ","2020³â 5¿ù 6ÀÏ"," ¸ðÀÓÅëÀåÈ°¿ë ¿ÏÀü ÁÁ¾Æ¿ä~~",5
"2305","»ýÈ°ÅäÅ»¼­ºñ½º","2020³â 5¿ù 6ÀÏ"," ÁÁÀº ¾Û À¯ÀÌ°¡°Ô »ç¿ëÁßÀÓ",5
"2306","±Í¿è±Í¿èTN","2020³â 5¿ù 6ÀÏ"," ¾ÆÁÖÁÁ¾Æ¿ä!!",5
"2307","9090 taehwi kim","2020³â 5¿ù 6ÀÏ"," ÇÚµåÆù ¹Ù²Ù°í ·Î±×ÀÎ ÇÏ¶ó´Âµ¥ À¯½ÉÈ®ÀÎÀ» ÇØ´Þ¶ó´Â ¹®±¸°¡ ÀÚ²Ù ¶ß³×¿ä. À¯½É Á¤»óÀûÀ¸·Î ÀåÂøÇß°í ÀüÈ­ ¹®ÀÚ ´Ù µÇ´Â »óÈ²ÀÔ´Ï´Ù. ±Ùµ¥ °è¼Ó À¯½É ÀåÂø À¯¹«¸¦ È®ÀÎÇØ´Þ¶ó°í ÇØ¼­ ¾Û¿¡ ·Î±×ÀÎÀÌ ¾ÈµË´Ï´Ù.",3
"2308","Á¤¿ë¿ì","2020³â 5¿ù 6ÀÏ"," Æí¸®ÇØ¼­, ÃÖ°í¿¹¿ä~^^",5
"2309","±èÆò¼ö","2020³â 5¿ù 6ÀÏ"," Á¶À½",5
"2310","00","2020³â 5¿ù 6ÀÏ"," ¿Ü±¹ÀÎµµ °¡ÀÔÇÒ¼ö ÀÖ°Ô ÇÏ¿´À¸¸é ÁÁ°Ú½À´Ï´Ù",5
"2311","ÀÌÀç±Ù","2020³â 5¿ù 6ÀÏ"," ÆíÇÏ°í ¸Å·ÂÀûÀÎ ±ÝÀ¶ÇýÅÃÀÌ ¸¹³×¿ä¤¾",5
"2312","±è±Á´ÙºÒ³¾³â","2020³â 5¿ù 5ÀÏ"," ¼¼ÀÌÇÁ¹Ú½º µ·³Ö¾îµÐ°ÅÃ£À¸·Á´Âµ¥ ¿Ö ÀÌÆ²µ¿¾È ¿À·ùÃÄ¶ß¸é¼­ ¾ÈÃ£¾ÆÁü?",1
"2313","¹ÚÀ¯½Å","2020³â 5¿ù 5ÀÏ"," ÃÖ°íÀÔ´Ï´Ù",5
"2314","ÃÖÀº½Ç","2020³â 5¿ù 5ÀÏ"," ÆíÇÏ°í ÁÁ¾Æ¿©",5
"2315","H H","2020³â 5¿ù 5ÀÏ"," Ä«Ä«¿ÀÆäÀÌ °èÁÂ¶û ¿¬µ¿µÇ´Â °Å ¾Æ´Ñ°¡¿ä? °èÁÂ°¡ ¾È º¸¿©¼­ ¼³¸í ´ë·Î ""ÀÌ¹Ì °èÁÂ°¡ ÀÖÀ¸½Å°¡¿ä?""¸¦ ´­·¯¼­ ·Î±×ÀÎÇß´Âµ¥ °è¼Ó °èÁÂ´Â º¸ÀÌÁö ¾Ê°í ÀÔÃâ±ÝÅëÀå °³¼³ ´­·¯¼­ ¸¸µé¾îº¸·Á°í ÇÏ¸é ÀÌ¹Ì °èÁÂ¸¦ ¸¸µé¾ú´Ù¸é¼­ ÀÌµµÀúµµ ¸øÇÕ´Ï´Ù",1
"2316","µµ°æ½Ä","2020³â 5¿ù 5ÀÏ"," »ç¿ëÇÏ±âÆí¸®ÇØ¼­ ÁÁ¾Æ¿ä",5
"2317","±è°­¼®","2020³â 5¿ù 5ÀÏ"," ÇÚµåÆù¹Ù±ö´Âµ¥ ÇÚµåÆùÀÎÁõÀÌ¾ÈµÅ°í¿ä »ý³â¿ùÀÏ6Â÷¸®ÀÔ·ÂÇÏ¶ó´Âµ¥ ¡Û¡Ü¡Ü¡Ü¡Ü¡Ü¡Ü 7°³°¡ÀÖ³×¿ä ¹¹¾îÂ¼¶ó´Â°ÇÁö ¿ì¸®¸ðÀÓÅëÀåÀÎµ¥ ´ä´äÇÏ³×¿ä ÀÎÁõ¹ÞÀ¸·Á°íÇÏ¸é »ý³â¿ùÀÏÀÌ¸§Á¤È®ÇÏ°ÔÀû¾ù³Ä°í¸¸¶ß°í Â¥Áõ³ª³×¿ä",1
"2318","hanh Jun","2020³â 5¿ù 5ÀÏ"," good",4
"2319","º´Àð","2020³â 5¿ù 5ÀÏ"," ¾ÆÁÖÆíÇÏ°í ÁÁ½À´Ï´Ù¤¾",5
"2320","ÀÌ°æÈ£","2020³â 5¿ù 5ÀÏ"," Ä«Ä«¿À¹ðÅ©ÀÌÅ»",5
"2321","¼­ÂÊÇÏ´Ã¸¼À½","2020³â 5¿ù 5ÀÏ"," ÁÁ¾Æ¿ä¢½",5
"2322","koysung choo","2020³â 5¿ù 5ÀÏ"," Ã³À½ »ç¿ëÇØ º¸´Ï °£ÆíÇÏ°í ½±°Ô »ç¿ëÇÒ ¼ö ÀÖ¾î¼­ ÁÁ¾Æ¿ä",5
"2323","±×¾ð´Ï","2020³â 5¿ù 5ÀÏ"," ·Î±×¾Æ¿ô ¹öÆ°Á» À§¿¡´Ù ¸¸µéÁö... ¹¹ c ³ª°¥ÇÏ°íÇØµµ Ã£¾Æµé¾î°¡¼­ ·Î±×¾Æ¿ôÇã³Ä.. ¾îµø´ÂÁö ÇÑÂü Ã£¾Ò³×.",5
